ApplicationType,BusinessType,City,StateCode,ZipCode,Created,Submitted,InReview,Billed,Paid,UnderInspection,Ready,Issued,Printed,DaysInCreatedStatus,DaysInReview,DaysInBilled,DaysInPaid,DaysInUnderInspection,DaysInReady,DaysInIssued,TotalDaysCreationToPrint_Original,PostalCode,TotalDaysCreationToIssuance_Recalc,TotalDaysCreationToIssuance_Ints,Human_Baseline,PostalCodeStratify,Created_DayOfYear,Created_Month,Created_DayOfMonth,Created_DayOfWeek,Created_Year
Certificate Of Use,General Commercial,Miami,FL,33145,2018-01-31,2018-01-31,2018-01-31,2018-01-31,2018-02-01,2018-02-08,2018-03-13,2018-04-30,2018-05-14,0,0,1,7,33,48,14,103,33145,89 days 00:00:00.000000000,89,62,33145,31,1,31,2,2018
Certificate Of Use,Office,Miami,FL,33126,2018-01-31,2018-01-31,2018-01-31,2018-01-31,2018-02-01,2018-02-02,2018-02-07,2018-02-12,2018-02-16,0,0,1,1,5,5,4,16,33126,12 days 00:00:00.000000000,12,62,33126,31,1,31,2,2018
Certificate Of Use,Office,Miami,FL,33145,2018-01-31,2018-01-31,2018-01-31,2018-01-31,2018-02-02,2018-02-06,2018-02-07,2018-02-08,2018-02-16,0,0,2,4,1,1,8,16,33145,8 days 00:00:00.000000000,8,62,33145,31,1,31,2,2018
Certificate Of Use,General Commercial,Miami,FL,33142,2018-01-31,2018-01-31,2018-02-06,2018-02-06,2018-04-18,2018-04-25,2018-04-25,2018-04-25,2018-04-25,6,0,71,7,0,0,0,84,33142,84 days 00:00:00.000000000,84,62,33142,31,1,31,2,2018
Certificate Of Use,Auto-Related Commercial Establishment,Miami,FL,33127,2018-01-31,2018-01-31,2018-02-01,2018-02-01,2018-02-02,2018-02-05,2018-02-05,2018-02-16,2018-02-16,1,0,1,3,0,11,0,16,33127,16 days 00:00:00.000000000,16,62,33127,31,1,31,2,2018
Certificate Of Use,Office,Miami,FL,33126,2018-02-01,,2018-02-01,2018-02-01,2018-02-02,2018-02-08,2018-02-15,2018-02-16,2018-02-16,0,0,1,6,7,1,0,15,33126,15 days 00:00:00.000000000,15,62,33126,32,2,1,3,2018
Certificate Of Use,General Commercial,Miami,FL,33145,2018-02-01,2018-02-01,2018-02-01,2018-02-01,2018-02-02,2018-02-27,2018-03-09,2018-03-09,2018-03-23,0,0,1,25,10,0,14,50,33145,36 days 00:00:00.000000000,36,62,33145,32,2,1,3,2018
Certificate Of Use,Unknown,Miami,FL,33132,2018-02-01,,2018-02-01,2018-02-01,2018-02-02,2018-02-08,2018-02-08,2018-02-22,2018-02-23,0,0,1,6,0,14,1,22,33132,21 days 00:00:00.000000000,21,413,33132,32,2,1,3,2018
Certificate Of Use,General Commercial,Miami,FL,33132,2018-02-01,,2018-02-01,2018-02-01,2018-02-02,2018-02-06,2018-02-08,2018-02-20,2018-02-23,0,0,1,4,2,12,3,22,33132,19 days 00:00:00.000000000,19,62,33132,32,2,1,3,2018
Certificate Of Use,Unknown,Miami,FL,33147,2018-02-02,,2018-02-02,2018-02-02,2018-02-03,2018-03-14,2018-03-14,2018-03-14,2018-03-23,0,0,1,39,0,0,9,49,33147,40 days 00:00:00.000000000,40,413,33147,33,2,2,4,2018
Certificate Of Use,Multi Family Housing,Miami,FL,33135,2018-02-02,,2018-02-02,2018-02-02,2018-02-07,2018-02-15,2018-02-23,2018-02-23,2018-03-09,0,0,5,8,8,0,14,35,33135,21 days 00:00:00.000000000,21,156,33135,33,2,2,4,2018
Certificate Of Use,Religious Facility,Miami,FL,33134,2018-02-01,,2018-02-01,2018-02-01,2018-02-02,2018-02-15,2018-03-12,2018-03-12,2018-03-23,0,0,1,13,25,0,11,50,33134,39 days 00:00:00.000000000,39,62,33134,32,2,1,3,2018
Certificate Of Use,Multi Family Housing,Miami,FL,33135,2018-02-01,2018-02-01,2018-02-02,2018-02-02,2018-02-08,2018-03-13,2018-04-16,2018-04-16,2018-04-25,1,0,6,33,34,0,9,83,33135,74 days 00:00:00.000000000,74,156,33135,32,2,1,3,2018
Certificate Of Use,Office,Miami,FL,33131,2018-02-02,2018-02-02,2018-02-02,2018-02-02,2018-02-02,2018-02-07,2018-02-07,2018-02-07,2018-02-16,0,0,0,5,0,0,9,14,33131,5 days 00:00:00.000000000,5,62,33131,33,2,2,4,2018
Certificate Of Use,Food Service Establishment,Miami,FL,33127,2018-02-02,,2018-02-02,2018-02-02,2018-02-03,2018-02-08,2018-02-09,2018-02-12,2018-02-16,0,0,1,5,1,3,4,14,33127,10 days 00:00:00.000000000,10,105,33127,33,2,2,4,2018
Certificate Of Use,General Commercial,Miami,FL,33132,2018-02-02,2018-02-02,2018-02-08,2018-02-08,2018-02-09,2018-02-15,2018-04-06,2018-04-11,2018-04-13,6,0,1,6,50,5,2,70,33132,68 days 00:00:00.000000000,68,62,33132,33,2,2,4,2018
Accessory Of Use,Unknown,Miami,FL,33131,2018-02-02,2018-02-02,2018-02-02,2018-02-02,2018-02-03,2018-02-05,2018-02-05,2018-02-05,2018-02-16,0,0,1,2,0,0,11,14,33131,3 days 00:00:00.000000000,3,40,33131,33,2,2,4,2018
Certificate Of Use,General Commercial,Miami,FL,33126,2018-02-02,,2018-02-02,2018-02-02,2018-02-13,2018-02-20,2018-02-22,2018-02-23,2018-03-09,0,0,11,7,2,1,14,35,33126,21 days 00:00:00.000000000,21,62,33126,33,2,2,4,2018
Certificate Of Use,Office,Miami,FL,33137,2018-02-02,,2018-02-02,2018-02-02,2018-02-05,2018-03-16,2018-03-21,2018-03-22,2018-03-23,0,0,3,39,5,1,1,49,33137,48 days 00:00:00.000000000,48,62,33137,33,2,2,4,2018
Certificate Of Use,Office,Miami,FL,33131,2018-02-02,2018-02-02,2018-02-02,2018-02-02,2018-02-05,2018-02-06,2018-02-07,2018-02-23,2018-03-09,0,0,3,1,1,16,14,35,33131,21 days 00:00:00.000000000,21,62,33131,33,2,2,4,2018
Certificate Of Use,Food Service Establishment,Miami,FL,33145,2018-02-02,2018-02-02,2018-02-02,2018-02-07,2018-02-09,2018-02-09,2018-02-09,2018-02-14,2018-02-16,0,5,2,0,0,5,2,14,33145,12 days 00:00:00.000000000,12,105,33145,33,2,2,4,2018
Certificate Of Use,General Commercial,Miami,FL,33125,2018-02-02,2018-02-02,2018-02-06,2018-02-06,2018-02-07,2018-02-21,2018-03-02,2018-03-02,2018-03-09,4,0,1,14,9,0,7,35,33125,28 days 00:00:00.000000000,28,62,33125,33,2,2,4,2018
Certificate Of Use,Food Service Establishment,Miami,FL,33145,2018-02-05,2018-02-05,2018-02-05,2018-02-05,2018-02-06,2018-02-08,2018-02-12,2018-04-20,2018-04-25,0,0,1,2,4,67,5,79,33145,74 days 00:00:00.000000000,74,105,33145,36,2,5,0,2018
Certificate Of Use,Office,Miami,FL,33132,2018-02-05,,2018-02-05,2018-02-05,2018-02-12,2018-02-15,2018-02-26,2018-02-26,2018-03-09,0,0,7,3,11,0,11,32,33132,21 days 00:00:00.000000000,21,62,33132,36,2,5,0,2018
Certificate Of Use,Multi Family Housing,Miami,FL,33125,2018-02-05,,2018-02-05,2018-02-05,2018-02-06,2018-03-05,2018-03-12,2018-03-27,2018-04-13,0,0,1,27,7,15,17,67,33125,50 days 00:00:00.000000000,50,156,33125,36,2,5,0,2018
Accessory Of Use,Home Office,Miami,FL,33137,2018-02-06,2018-02-06,2018-02-07,2018-02-07,2018-02-08,2018-02-09,2018-02-09,2018-02-09,2018-02-16,1,0,1,1,0,0,7,10,33137,3 days 00:00:00.000000000,3,28,33137,37,2,6,1,2018
Certificate Of Use,Public Parking,Miami,FL,33133,2018-02-05,,2018-02-05,2018-02-05,2018-02-06,2018-02-21,2018-03-06,2018-03-07,2018-03-09,0,0,1,15,13,1,2,32,33133,30 days 00:00:00.000000000,30,62,33133,36,2,5,0,2018
Certificate Of Use,General Commercial,Miami,FL,33142,2018-02-05,,2018-02-05,2018-02-05,2018-02-06,2018-02-27,2018-03-15,2018-03-30,2018-04-13,0,0,1,21,16,15,14,67,33142,53 days 00:00:00.000000000,53,62,33142,36,2,5,0,2018
Certificate Of Use,Auto-Related Commercial Establishment,Miami,FL,33142,2018-02-05,2018-02-05,2018-02-07,2018-02-07,2018-02-08,2018-02-20,2018-03-02,2018-03-02,2018-03-09,2,0,1,12,10,0,7,32,33142,25 days 00:00:00.000000000,25,62,33142,36,2,5,0,2018
Certificate Of Use,Food Service Establishment,Miami,FL,33131,2018-02-13,,2018-02-13,2018-02-13,2018-02-14,2018-02-23,2018-02-28,2018-02-28,2018-03-09,0,0,1,9,5,0,9,24,33131,15 days 00:00:00.000000000,15,105,33131,44,2,13,1,2018
Certificate Of Use,Recreational Establishment,Miami,FL,33130,2018-02-05,,2018-02-05,2018-02-05,2018-02-06,2018-02-08,2018-02-12,2018-02-13,2018-02-16,0,0,1,2,4,1,3,11,33130,8 days 00:00:00.000000000,8,62,33130,36,2,5,0,2018
Certificate Of Use,Office,Miami,FL,33127,2018-02-05,2018-02-05,2018-02-05,2018-02-05,2018-02-06,2018-02-09,2018-02-13,2018-02-20,2018-02-23,0,0,1,3,4,7,3,18,33127,15 days 00:00:00.000000000,15,62,33127,36,2,5,0,2018
Certificate Of Use,Food Service Establishment,Miami,FL,33136,2018-02-05,,2018-02-05,2018-02-05,2018-04-19,2018-04-24,2018-07-02,2018-07-13,2018-07-13,0,0,73,5,69,11,0,158,33136,158 days 00:00:00.000000000,158,105,33136,36,2,5,0,2018
Certificate Of Use,General Commercial,Miami,FL,33137,2018-02-05,,2018-02-05,2018-02-05,2018-02-08,2018-02-13,2018-03-07,2018-03-07,2018-03-09,0,0,3,5,22,0,2,32,33137,30 days 00:00:00.000000000,30,62,33137,36,2,5,0,2018
Certificate Of Use,Food Service Establishment,Miami,FL,33127,2018-02-05,2018-02-05,2018-02-05,2018-02-05,2018-02-06,2018-02-26,2018-03-01,2018-03-02,2018-03-09,0,0,1,20,3,1,7,32,33127,25 days 00:00:00.000000000,25,105,33127,36,2,5,0,2018
Certificate Of Use,Food Service Establishment,Miami,FL,33130,2018-02-05,2018-02-05,2018-02-06,2018-02-06,2018-02-07,2018-02-12,2018-02-22,2018-02-28,2018-03-09,1,0,1,5,10,6,9,32,33130,23 days 00:00:00.000000000,23,105,33130,36,2,5,0,2018
Certificate Of Use,Unknown,Miami,FL,33125,2018-02-06,,2018-02-06,2018-02-06,2018-02-12,2018-02-20,2018-02-20,2018-03-01,2018-03-09,0,0,6,8,0,9,8,31,33125,23 days 00:00:00.000000000,23,413,33125,37,2,6,1,2018
Certificate Of Use,Office,Miami,FL,33130,2018-02-06,,2018-02-06,2018-02-06,2018-02-07,2018-02-08,2018-02-13,2018-02-20,2018-02-23,0,0,1,1,5,7,3,17,33130,14 days 00:00:00.000000000,14,62,33130,37,2,6,1,2018
Certificate Of Use,Office,Miami,FL,33131,2018-02-06,2018-02-06,2018-02-06,2018-02-06,2018-02-07,2018-02-20,2018-02-20,2018-02-22,2018-02-23,0,0,1,13,0,2,1,17,33131,16 days 00:00:00.000000000,16,62,33131,37,2,6,1,2018
Certificate Of Use,Office,Miami,FL,33131,2018-02-08,,2018-02-08,2018-02-08,2018-02-14,2018-02-26,2018-02-27,2018-02-27,2018-03-09,0,0,6,12,1,0,10,29,33131,19 days 00:00:00.000000000,19,62,33131,39,2,8,3,2018
Certificate Of Use,Office,Miami,FL,33131,2018-02-06,,2018-02-06,2018-02-06,2018-02-07,2018-02-09,2018-02-13,2018-02-20,2018-02-23,0,0,1,2,4,7,3,17,33131,14 days 00:00:00.000000000,14,62,33131,37,2,6,1,2018
Certificate Of Use,Office,Miami,FL,33131,2018-02-06,2018-02-06,2018-02-06,2018-02-06,2018-02-13,2018-02-13,2018-02-26,2018-03-01,2018-03-09,0,0,7,0,13,3,8,31,33131,23 days 00:00:00.000000000,23,62,33131,37,2,6,1,2018
Certificate Of Use,Office,Miami,FL,33131,2018-02-06,2018-02-06,2018-02-08,2018-02-08,2018-02-13,2018-02-13,2018-02-26,2018-03-01,2018-03-09,2,0,5,0,13,3,8,31,33131,23 days 00:00:00.000000000,23,62,33131,37,2,6,1,2018
Certificate Of Use,Office,Miami,FL,33131,2018-02-06,2018-02-06,2018-02-06,2018-02-06,2018-02-07,2018-02-08,2018-02-09,2018-11-07,2018-11-19,0,0,1,1,1,271,12,286,33131,274 days 00:00:00.000000000,274,62,33131,37,2,6,1,2018
Accessory Of Use,Home Office,Miami,FL,33137,2018-02-08,2018-02-08,2018-02-08,2018-02-08,2019-02-20,2018-02-09,2018-02-09,2018-02-12,2018-02-16,0,0,377,-376,0,3,4,8,33137,4 days 00:00:00.000000000,4,28,33137,39,2,8,3,2018
Certificate Of Use,General Commercial,Miami,FL,33135,2018-02-06,2018-02-06,2018-02-07,2018-02-07,2018-02-08,2018-02-09,2018-02-12,2018-02-13,2018-02-16,1,0,1,1,3,1,3,10,33135,7 days 00:00:00.000000000,7,62,33135,37,2,6,1,2018
Certificate Of Use,General Commercial,Miami,FL,33126,2018-02-06,2018-02-06,2018-02-07,2018-02-07,2018-02-08,2018-02-09,2018-02-12,2018-02-12,2018-02-16,1,0,1,1,3,0,4,10,33126,6 days 00:00:00.000000000,6,62,33126,37,2,6,1,2018
Certificate Of Use,Office,Miami,FL,33137,2018-02-06,2018-02-06,2018-02-06,2018-02-06,2018-02-07,2018-02-23,2018-03-02,2018-03-02,2018-03-09,0,0,1,16,7,0,7,31,33137,24 days 00:00:00.000000000,24,62,33137,37,2,6,1,2018
Certificate Of Use,Office,Miami,FL,33131,2018-02-06,,2018-02-06,2018-02-06,2018-02-08,2018-02-16,2018-02-21,2018-04-12,2018-04-13,0,0,2,8,5,50,1,66,33131,65 days 00:00:00.000000000,65,62,33131,37,2,6,1,2018
Certificate Of Use,General Commercial,Miami,FL,33132,2018-02-06,2018-02-06,2018-02-16,2018-02-16,2018-03-15,2018-04-10,2018-04-11,2018-04-11,2018-04-13,10,0,27,26,1,0,2,66,33132,64 days 00:00:00.000000000,64,62,33132,37,2,6,1,2018
Certificate Of Use,Office,Miami,FL,33131,2018-02-07,,2018-02-07,2018-02-07,2018-02-08,2018-02-13,2018-02-26,2018-03-01,2018-03-09,0,0,1,5,13,3,8,30,33131,22 days 00:00:00.000000000,22,62,33131,38,2,7,2,2018
Certificate Of Use,Food Service Establishment,Miami,FL,33135,2018-02-07,,2018-02-07,2018-02-07,2018-02-08,2018-04-05,2018-06-12,2018-06-12,2018-06-22,0,0,1,56,68,0,10,135,33135,125 days 00:00:00.000000000,125,105,33135,38,2,7,2,2018
Certificate Of Use,Food Service Establishment,Miami,FL,33136,2018-02-07,,2018-02-07,2018-02-07,2018-02-08,2018-02-14,2018-02-14,2018-02-23,2018-03-09,0,0,1,6,0,9,14,30,33136,16 days 00:00:00.000000000,16,105,33136,38,2,7,2,2018
Certificate Of Use,Home Office,Miami,FL,33145,2018-02-07,2018-02-07,2018-02-07,2018-02-07,2018-02-08,2018-02-09,2018-02-20,2018-02-20,2018-02-23,0,0,1,1,11,0,3,16,33145,13 days 00:00:00.000000000,13,62,33145,38,2,7,2,2018
Certificate Of Use,General Commercial,Miami,FL,33145,2018-02-07,2018-02-07,2018-02-16,2018-02-16,2018-02-17,2018-02-20,2018-02-27,2018-02-28,2018-03-09,9,0,1,3,7,1,9,30,33145,21 days 00:00:00.000000000,21,62,33145,38,2,7,2,2018
Certificate Of Use,General Commercial,Miami,FL,33125,2018-02-07,2018-02-07,2018-02-07,2018-02-07,2018-03-02,2018-04-18,2018-05-09,2018-05-09,2018-05-14,0,0,23,47,21,0,5,96,33125,91 days 00:00:00.000000000,91,62,33125,38,2,7,2,2018
Certificate Of Use,Multi Family Housing,Miami,FL,33142,2018-02-07,,2018-02-07,2018-02-07,2018-02-14,2018-02-27,2018-03-07,2018-03-08,2018-03-09,0,0,7,13,8,1,1,30,33142,29 days 00:00:00.000000000,29,156,33142,38,2,7,2,2018
Certificate Of Use,Office,Miami,FL,33130,2018-02-07,2018-02-07,2018-02-07,2018-02-07,2018-02-08,2018-02-21,2018-02-22,2018-02-22,2018-02-23,0,0,1,13,1,0,1,16,33130,15 days 00:00:00.000000000,15,62,33130,38,2,7,2,2018
Certificate Of Use,General Commercial,Miami,FL,33138,2018-02-07,2018-02-07,2018-02-07,2018-02-07,2018-02-09,2018-02-09,2018-02-22,2018-03-02,2018-03-09,0,0,2,0,13,8,7,30,33138,23 days 00:00:00.000000000,23,62,33138,38,2,7,2,2018
Certificate Of Use,Office,Miami,FL,33136,2018-02-08,,2018-02-08,2018-02-08,2018-04-17,2018-04-25,2018-05-01,2018-05-01,2018-05-14,0,0,68,8,6,0,13,95,33136,82 days 00:00:00.000000000,82,62,33136,39,2,8,3,2018
Certificate Of Use,Office,Miami,FL,33127,2018-02-08,2018-02-08,2018-02-08,2018-02-08,2018-02-13,2018-03-14,2018-03-14,2018-03-14,2018-03-23,0,0,5,29,0,0,9,43,33127,34 days 00:00:00.000000000,34,62,33127,39,2,8,3,2018
Certificate Of Use,Food Service Establishment,Miami,FL,33137,2018-02-08,,2018-02-08,2018-02-08,2018-02-12,2018-02-15,2018-02-15,2018-02-26,2018-03-09,0,0,4,3,0,11,11,29,33137,18 days 00:00:00.000000000,18,105,33137,39,2,8,3,2018
Certificate Of Use,General Commercial,Miami,FL,33129,2018-02-08,2018-02-08,2018-02-08,2018-02-08,2018-02-12,2018-02-26,2018-02-26,2018-04-03,2018-04-13,0,0,4,14,0,36,10,64,33129,54 days 00:00:00.000000000,54,62,33129,39,2,8,3,2018
Certificate Of Use,Multi Family Housing,Miami,FL,33136,2018-02-08,2018-02-08,2018-02-09,2018-02-09,2018-02-13,2018-02-27,2018-04-06,2018-04-10,2018-04-13,1,0,4,14,38,4,3,64,33136,61 days 00:00:00.000000000,61,156,33136,39,2,8,3,2018
Certificate Of Use,Office,Miami,FL,33131,2018-02-08,,2018-02-08,2018-02-08,2018-02-14,2018-02-26,2018-02-27,2018-02-27,2018-03-09,0,0,6,12,1,0,10,29,33131,19 days 00:00:00.000000000,19,62,33131,39,2,8,3,2018
Certificate Of Use,Office,Miami,FL,33135,2018-02-08,2018-02-08,2018-02-14,2018-02-14,2018-02-20,2018-03-21,2018-05-03,2018-05-04,2018-05-14,6,0,6,29,43,1,10,95,33135,85 days 00:00:00.000000000,85,62,33135,39,2,8,3,2018
Certificate Of Use,Auto-Related Commercial Establishment,Miami,FL,33125,2018-02-08,2018-02-08,2018-02-08,2018-02-08,2018-02-12,2018-02-12,2018-03-02,2018-03-19,2018-03-23,0,0,4,0,18,17,4,43,33125,39 days 00:00:00.000000000,39,62,33125,39,2,8,3,2018
Certificate Of Use,Multi Family Housing,Miami,FL,33136,2018-02-08,2018-02-08,2018-02-09,2018-02-09,2018-02-13,2018-03-22,2018-04-06,2018-04-10,2018-04-13,1,0,4,37,15,4,3,64,33136,61 days 00:00:00.000000000,61,156,33136,39,2,8,3,2018
Certificate Of Use,Unknown,Miami,FL,33136,2018-02-08,2018-02-08,2018-02-09,2018-02-09,2018-02-13,2018-02-27,2018-04-06,2018-04-10,2018-04-13,1,0,4,14,38,4,3,64,33136,61 days 00:00:00.000000000,61,413,33136,39,2,8,3,2018
Certificate Of Use,Multi Family Housing,Miami,FL,33130,2018-02-08,2018-02-08,2018-02-09,2018-02-09,2018-02-21,2018-05-04,2018-05-10,2018-05-10,2018-05-14,1,0,12,72,6,0,4,95,33130,91 days 00:00:00.000000000,91,156,33130,39,2,8,3,2018
Certificate Of Use,Office,Miami,FL,33145,2018-02-08,2018-02-08,2018-02-08,2018-02-08,2018-02-09,2018-02-09,2018-02-09,2018-02-12,2018-02-16,0,0,1,0,0,3,4,8,33145,4 days 00:00:00.000000000,4,62,33145,39,2,8,3,2018
Certificate Of Use,General Commercial,Miami,FL,33144,2018-02-08,2018-02-08,2018-02-08,2018-02-08,2018-02-09,2018-02-27,2018-02-27,2018-02-27,2018-03-09,0,0,1,18,0,0,10,29,33144,19 days 00:00:00.000000000,19,62,33144,39,2,8,3,2018
Certificate Of Use,Office,Miami,FL,33138,2018-02-08,2018-02-08,2018-02-12,2018-02-12,2018-02-13,2018-02-20,2018-03-06,2018-05-04,2018-05-14,4,0,1,7,14,59,10,95,33138,85 days 00:00:00.000000000,85,62,33138,39,2,8,3,2018
Certificate Of Use,Food Service Establishment,Miami,FL,33131,2018-02-08,2018-02-08,2018-02-08,2018-02-08,2018-02-09,2018-02-14,2018-02-14,2018-02-14,2018-02-16,0,0,1,5,0,0,2,8,33131,6 days 00:00:00.000000000,6,105,33131,39,2,8,3,2018
Certificate Of Use,Office,Miami,FL,33125,2018-02-12,,2018-02-12,2018-02-12,2018-02-13,2018-04-30,2018-04-30,2018-04-30,2018-05-14,0,0,1,76,0,0,14,91,33125,77 days 00:00:00.000000000,77,62,33125,43,2,12,0,2018
Certificate Of Use,Office,Miami,FL,33125,2018-02-12,,2018-02-12,2018-02-12,2018-02-13,2018-03-01,2018-04-27,2018-04-27,2018-05-14,0,0,1,16,57,0,17,91,33125,74 days 00:00:00.000000000,74,62,33125,43,2,12,0,2018
Certificate Of Use,Office,Miami,FL,33133,2018-02-08,2018-02-08,2018-02-09,2018-02-09,2018-02-12,2018-02-15,2018-02-23,2018-02-23,2018-03-09,1,0,3,3,8,0,14,29,33133,15 days 00:00:00.000000000,15,62,33133,39,2,8,3,2018
Certificate Of Use,Unknown,Miami,FL,33133,2018-02-08,2018-02-08,2018-02-08,2018-02-08,2018-02-13,2018-02-22,2018-02-22,2018-02-22,2018-02-23,0,0,5,9,0,0,1,15,33133,14 days 00:00:00.000000000,14,413,33133,39,2,8,3,2018
Certificate Of Use,Food Service Establishment,Miami,FL,33145,2018-02-08,2018-02-08,2018-02-08,2018-02-08,2018-02-12,2018-02-12,2018-02-14,2018-05-11,2018-05-14,0,0,4,0,2,86,3,95,33145,92 days 00:00:00.000000000,92,105,33145,39,2,8,3,2018
Certificate Of Use,Office,Miami,FL,33138,2018-02-08,2018-02-08,2018-02-08,2018-02-08,2018-02-09,2018-02-13,2018-03-22,2018-03-30,2018-04-13,0,0,1,4,37,8,14,64,33138,50 days 00:00:00.000000000,50,62,33138,39,2,8,3,2018
Certificate Of Use,Office,Miami,FL,33138,2018-02-08,2018-02-08,2018-02-08,2018-02-08,2018-02-09,2018-02-13,2018-03-22,2018-03-30,2018-04-13,0,0,1,4,37,8,14,64,33138,50 days 00:00:00.000000000,50,62,33138,39,2,8,3,2018
Certificate Of Use,Office,Miami,FL,33142,2018-02-09,2018-02-09,2018-02-09,2018-02-09,2018-02-10,2018-03-15,2018-04-10,2018-04-13,2018-04-25,0,0,1,33,26,3,12,75,33142,63 days 00:00:00.000000000,63,62,33142,40,2,9,4,2018
Certificate Of Use,Office,Miami,FL,33136,2018-02-09,,2018-02-09,2018-02-09,2018-02-10,2018-02-13,2018-02-13,2018-02-13,2018-02-16,0,0,1,3,0,0,3,7,33136,4 days 00:00:00.000000000,4,62,33136,40,2,9,4,2018
Certificate Of Use,Multi Family Housing,Miami,FL,33125,2018-02-13,,2018-02-13,2018-02-13,2018-02-14,2018-02-14,2018-02-20,2018-02-20,2018-02-23,0,0,1,0,6,0,3,10,33125,7 days 00:00:00.000000000,7,156,33125,44,2,13,1,2018
Certificate Of Use,Transit Facilities,Miami,FL,33131,2018-02-09,2018-02-09,2018-02-09,2018-02-09,2018-02-10,2018-02-28,2018-05-21,2018-05-22,2018-05-25,0,0,1,18,82,1,3,105,33131,102 days 00:00:00.000000000,102,62,33131,40,2,9,4,2018
Certificate Of Use,General Commercial,Miami,FL,33135,2018-02-09,,2018-02-09,2018-02-09,2018-02-10,2018-02-14,2018-02-16,2018-02-16,2018-02-16,0,0,1,4,2,0,0,7,33135,7 days 00:00:00.000000000,7,62,33135,40,2,9,4,2018
Certificate Of Use,Office,Miami,FL,33131,2018-02-09,2018-02-09,2018-02-09,2018-02-09,2018-02-10,2018-02-12,2018-02-28,2018-04-24,2018-04-25,0,0,1,2,16,55,1,75,33131,74 days 00:00:00.000000000,74,62,33131,40,2,9,4,2018
Certificate Of Use,Office,Miami,FL,33133,2018-02-09,,2018-02-09,2018-02-09,2018-02-22,2018-02-28,2018-03-02,2018-03-02,2018-03-09,0,0,13,6,2,0,7,28,33133,21 days 00:00:00.000000000,21,62,33133,40,2,9,4,2018
Certificate Of Use,Food Service Establishment,Miami,FL,33137,2018-02-09,2018-02-09,2018-02-12,2018-02-12,,2018-02-20,2018-02-26,2018-02-28,2018-03-09,3,0,,,6,2,9,28,33137,19 days 00:00:00.000000000,19,105,33137,40,2,9,4,2018
Certificate Of Use,Office,Miami,FL,33131,2018-02-09,2018-02-09,2018-02-09,2018-02-09,2018-02-12,2018-02-20,2018-02-20,2018-02-22,2018-02-23,0,0,3,8,0,2,1,14,33131,13 days 00:00:00.000000000,13,62,33131,40,2,9,4,2018
Certificate Of Use,Office,Miami,FL,33132,2018-02-09,,2018-02-09,2018-02-09,2018-02-10,2018-02-15,2018-02-16,2018-03-09,2018-03-09,0,0,1,5,1,21,0,28,33132,28 days 00:00:00.000000000,28,62,33132,40,2,9,4,2018
Certificate Of Use,Food Service Establishment,Miami,FL,33132,2018-02-09,2018-02-09,2018-02-12,2018-02-12,2018-02-14,2018-03-07,2018-04-12,2018-04-16,2018-04-25,3,0,2,21,36,4,9,75,33132,66 days 00:00:00.000000000,66,105,33132,40,2,9,4,2018
Certificate Of Use,Office,Miami,FL,33145,2018-02-09,2018-02-09,2018-02-09,2018-02-09,2018-02-12,2018-02-15,2018-02-23,2018-02-28,2018-03-09,0,0,3,3,8,5,9,28,33145,19 days 00:00:00.000000000,19,62,33145,40,2,9,4,2018
Certificate Of Use,General Commercial,Miami,FL,33142,2018-02-14,,2018-02-14,2018-02-14,2018-02-20,2018-02-28,2018-03-12,2018-03-13,2018-03-23,0,0,6,8,12,1,10,37,33142,27 days 00:00:00.000000000,27,62,33142,45,2,14,2,2018
Certificate Of Use,General Commercial,Miami,FL,33142,2018-02-10,2018-02-10,2018-02-13,2018-02-13,2018-02-14,2018-03-14,2018-03-14,2018-03-14,2018-03-23,3,0,1,28,0,0,9,41,33142,32 days 00:00:00.000000000,32,62,33142,41,2,10,5,2018
Certificate Of Use,General Commercial,Miami,FL,33131,2018-02-11,2018-02-11,2018-02-16,2018-02-16,2018-02-17,2018-02-23,2018-02-23,2018-02-23,2018-03-09,5,0,1,6,0,0,14,26,33131,12 days 00:00:00.000000000,12,62,33131,42,2,11,6,2018
Certificate Of Use,Food Service Establishment,Miami,FL,33125,2018-02-12,,2018-02-12,2018-02-12,2018-02-13,2018-02-27,2018-03-07,2020-02-04,2020-02-06,0,0,1,14,8,699,2,724,33125,722 days 00:00:00.000000000,722,105,33125,43,2,12,0,2018
Certificate Of Use,General Commercial,Miami,FL,33145,2018-02-12,2018-02-12,2018-02-12,2018-02-12,2018-02-13,2018-03-15,2018-03-21,2018-03-21,2018-03-23,0,0,1,30,6,0,2,39,33145,37 days 00:00:00.000000000,37,62,33145,43,2,12,0,2018
Certificate Of Use,Office,Miami,FL,33138,2018-02-12,,2018-02-12,2018-02-12,2018-02-13,2018-02-14,2018-02-16,2018-02-20,2018-02-23,0,0,1,1,2,4,3,11,33138,8 days 00:00:00.000000000,8,62,33138,43,2,12,0,2018
Certificate Of Use,Unknown,Miami,FL,33127,2018-02-12,,2018-02-12,2018-02-12,2018-02-13,2018-02-13,2018-02-22,2018-02-22,2018-02-23,0,0,1,0,9,0,1,11,33127,10 days 00:00:00.000000000,10,413,33127,43,2,12,0,2018
